Item ID,GUID,Name,Number,Imported ID,Base Price,Created Date,Archived,Modifier
400000003973196451,1fa79279-8323-4476-92cd-701a10e70166,Sale 6/+,400000003973196454,,40.00,2/3/2020,No,No
400000004397006936,1facd04e-3cf3-4620-afab-6f9b0002292e,WC,400000004397006939,,24.00,3/2/2020,No,No
400000000877560301,1ff37e61-9b74-45f5-9c22-90190e499b8a,WC,400000000877560304,,49.00,4/8/2019,No,No
400000004461156557,1ffe1173-13fe-4f5d-8482-8a1951a29369,Sale,400000004461156560,,25.50,3/6/2020,No,No
400000000270398116,20024703-5c65-4888-b205-0c77722f54fa,3/4 lb.,400000000270398119,,7.50,1/3/2019,No,No
400000003973183064,2026a328-fc2c-4018-b0ca-2044134c4714,Regular,400000003973183067,,38.00,2/3/2020,No,No
400000000415106329,20367062-abc7-4af9-a443-4c784438c38b,Regular Price,400000000415106332,,27.00,2/4/2019,No,No
400000001121746314,2098b413-43c7-4935-ac77-45c2b1b0d43e,6+,400000001121746317,,14.00,5/6/2019,No,No
400000002683251086,20a8da61-13cd-44de-a53b-c78dace111b9,Sale 20%,400000002683251089,,84.00,10/7/2019,No,No
400000000124960266,20b4f24f-2192-4262-be24-f8e7aac49fb1,No Coriander,400000000124960269,,0.00,11/20/2018,No,No
400000000592992125,20d17319-2cf7-4c21-a08e-5a97ff77f3a4,6+,400000000592992128,,11.00,3/4/2019,No,No
400000000415102815,211eb2b3-62c2-406c-967a-dd7732a12e1d,6+ Price,400000000415102818,,37.00,2/4/2019,No,No
400000001738681477,21268e63-5897-4084-8e2a-2d292cc5ae6b,WC,400000001738681480,,14.00,7/8/2019,No,No
400000002684582847,214485a4-0dd1-46aa-b41a-23045b8bcd4b,WC,400000002684583550,,16.00,10/7/2019,No,No
400000005140234592,21748172-d5bd-4b5e-adb7-cabb482ce3b2,CAESAR,400000005140234595,,0.00,5/24/2020,No,No
400000000829060341,2203af01-c12a-4b0e-a5ec-9eb28c68fbe1,6/+,400000000829060344,,16.40,4/3/2019,No,No
400000002128530376,2206d04e-f6ff-4590-b41b-d1f48ba1d2b3,Sale,400000002128530379,,15.00,8/14/2019,No,No
400000018230958633,223e799a-9688-412a-9ec4-17366e2367ac,Extra cookies(2),400000018230958636,,3.00,3/10/2022,No,No
400000007695992279,224affe9-e652-491d-aa87-11d0ca65fa34,Make 4,400000007695992282,,5.00,10/28/2020,No,No
400000005141267638,224ec12c-e747-44b8-8615-8132bc6a5666,TIRAMISU,400000005141267641,,0.00,5/24/2020,No,No
400000004515297019,227a33af-cec3-4cbb-9e38-adfc015b4c4e,Regular,400000004515297022,,21.00,3/9/2020,No,No
400000002035926199,2286b683-bddc-4ce7-b189-e9132fd41f83,Sale,400000002035926352,,38.00,8/5/2019,No,No
400000000270403328,22899a55-04bc-49f1-9f1b-0a7070e6ebcf,1/2 lb.,400000000270403331,,8.00,1/3/2019,No,No
400000001394139130,22b679b7-aeb1-4891-a51c-39f79f0b84e1,6+,400000001394139133,,50.00,6/3/2019,No,No
400000003250836555,2307311f-38f9-4557-b1b7-33bb56005e76,WC,400000003250836558,,19.00,12/2/2019,No,No
400000000270474400,230f723d-ed9b-475b-9492-56dd18555a4b,3/4 lb.,400000000270474403,,13.49,1/3/2019,No,No
400000000892146755,234e6876-ca72-4948-878d-5f56d7f579a0,Sale,400000000892146758,,40.00,4/10/2019,No,No
400000003646188940,23ef27be-2ca2-4357-a3aa-d380c364e987,Sale 20%,400000003646188943,,32.00,1/8/2020,No,No
400000000124964924,23f16016-3c59-4521-9c33-4f09d529541f,No Italian Sausage,400000000124964927,,0.00,11/20/2018,No,No
400000000892159279,24b2ddbf-7997-437b-af61-224e66ae3e3f,Regular,400000000892159282,,16.00,4/10/2019,No,No
400000004461236031,24bd659f-176f-478a-a676-da08be4c0f2d,Sale,400000004461236034,,45.05,3/6/2020,No,No
400000009325564503,2513fba1-27d3-42d9-925a-5759cd25cfa9,Choc Cannoli,400000009325564506,,0.00,2/12/2021,No,No
400000029073036655,254be880-d323-4550-82d3-beb8e4dd3886,Pressed,400000029073036656,,0.00,4/4/2023,No,No
